Symbol,Desc,insCode,insID,groupCode
وهور,مديريت انرژي اميد  تابان هور,25215182208950217,IRO3HORZ0001,40 
فارس,صنايع پتروشيمي خليج فارس,25244329144808274,IRO1PKLJ0001,44 
فلامي,لاميران‌,25286509736208688,IRO1LAMI0001,28 
ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,25336820825905643,IRO1NIKI0001,39 
تنوين,تامين سرمايه نوين,25357135030606405,IRO1TNOV0001,67 
ساروج,بين المللي ساروج بوشهر,25417476013479486,IRO3SRBZ0001,53 
وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,25514780181345713,IRO1SAKH0001,70 
كهرام,توليدي گرانيت بهسرام,25631699615003698,IRO7BEGP0001,49 
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,26014913469567886,IRO1GDIR0001,39 
شليا,شركت مواد ويژه ليا,26025177574491991,IRO7LIAZ0001,54 
زشگزا,شير و گوشت زاگرس شهركرد,26259366519412975,IRO3ZMMZ0001,01 
پي پاد,پرداخت الكترونيك پاسارگاد,26316376625263940,IRO1PYPD0001,72 
ميهن,بيمه ميهن,26543014712914772,IRO3MIHZ0001,66 
زشريف,كشت وصنعت شريف آباد,26547785441834730,IRO3SAAZ0001,01 
خبهمن,گروه‌بهمن‌,26824673819862694,IRO1BHMN0001,34 
باران,بيمه زندگي باران,26882843763780650,IRO7BLIP0001,66 
سشرق,سيمان‌ شرق‌,26997316501080743,IRO1SSHR0001,53 
سدشت,صنايع سيمان دشتستان,27000326841257664,IRO1SDST0001,53 
جم پيلن,پلي پروپيلن جم - جم پيلن,27096851668435724,IRO1JPPC0001,44 
وفتخار,سرمايه گذاري افتخار سهام,27148572013604038,IRO7EFSP0001,56 
سدور,سيمان‌ دورود,27218386411183410,IRO1SDOR0001,53 
داراب,پتروشيمي داراب,27299841173245405,IRO7PDRP0001,44 
شكربن,كربن‌ ايران‌,27308217070238237,IRO1CRBN0001,44 
اتكام,بيمه اتكايي امين,27405735172634593,IRO1ETKA0001,66 
سپرمي,پرميت‌,27668158733246204,IRO7PRMP0001,54 
مبين,مبين انرژي خليج فارس,27922860956133067,IRO1MOBN0001,40 
ركيش,كارت اعتباري ايران كيش,27952969918967492,IRO1RKSH0001,72 
خفنر,فنرسازي‌خاور,28033133021443774,IRO1KFAN0001,34 
فغدير,آهن و فولاد غدير ايرانيان,28147934478934110,IRO3GIRZ0001,27 
قجام,فرآوردههاي غذايي وقندتربت‌جام‌,28230238564334914,IRO7GTOP0001,38 
شمواد,توليد مواداوليه الياف مصنوعي,28251956446987982,IRO7MFMP0001,44 
حخزر,كشتيراني درياي خزر,28253678449273505,IRO3KHZZ0001,61 
كزغال,زغال سنگ پروده طبس,28291104595448527,IRO3TPCZ0001,10 
وبصادر,بانك صادرات ايران,28320293733348826,IRO1BSDR0001,57 
كساپا,سايپاشيشه‌,28325731560106431,IRO1SISH0001,54 
سجام,مجتمع سيمان غرب آسيا,28328083629154916,IRO3SASP0001,53 
وبوعلي,سرمايه‌گذاري‌بوعلي‌,28328710198554144,IRO1BALI0001,56 
كاسپين,داروسازي كاسپين تامين,28431095903407567,IRO3KSPZ0001,43 
سيمرغ,سيمرغ,28450080638096732,IRO1SMRG0001,01 
غسالم,سالمين‌,28672095850798501,IRO1SLMN0001,42 
حفاري,حفاري شمال,28809886765682162,IRO1HSHM0001,11 
شپلي,پلي اكريل ايران,28845264556937486,IRO7POIP0001,44 
ثزاگرس,سرمايه گذاري توسعه عمران زاگرس,28854105556435129,IRO7CZGP0001,70 
فخوز,فولاد  خوزستان,28864540805361867,IRO1FKHZ0001,27 
چكاپا,گروه صنايع كاغذ پارس,28957320033282870,IRO1KAPA0011,21 
كسعدي,كاشي‌ سعدي‌,29122854902865456,IRO1KSAD0001,49 
دلقما,دارويي‌ لقمان‌,29247915161590165,IRO1DLGM0001,43 
پلوله,گازلوله‌,29316948750916349,IRO7GAZP0001,25 
سپيدار,سپيدار سيستم آسيا,29590002988360984,IRO3SSYZ0001,72 
سهرمز,سيمان‌هرمزگان‌,29747059672582491,IRO1SHZG0001,53 
تيپيكو,سرمايه گذاري دارويي تامين,29758477602878557,IRO1DTIP0001,43 
چكاپا2,گروه صنايع كاغذ پارس,29816505887910059,IRO1KAPA0012,21 
ما,بيمه  ما,29860265627578401,IRO1BVMA0001,66 
بزاگرس,نيروگاه زاگرس كوثر,29882244560576007,IRO3ZKPZ0001,40 
فروي,ذوب روي اصفهان,29974853866926823,IRO3IZSZ0001,27 
نمرينو,ايران‌ مرينوس‌,30231789123900526,IRO1MRIN0001,17 
حرهشا,رهشاد سپاهان (سهامي عام,30443839313522574,IRO7RAHP0001,60 
ثجوان,تامين مسكن جوانان,30507152381699953,IRO7SJVP0001,70 
لبوتان,گروه‌صنعتي‌بوتان‌,30650426998863332,IRO1BOTA0001,29 
كگهر,سنگ آهن گهرزمين,30703140537034664,IRO3GZIZ0001,13 
تكمبا,كمباين‌ سازي‌ ايران‌,30719054967088301,IRO1COMB0001,29 
فجام,جام‌دارو,30765727085936322,IRO1JAMD0001,28 
ثفارس,عمران‌وتوسعه‌فارس‌,30852391633490755,IRO1OFRS0001,70 
شسينا,صنايع‌شيميايي‌سينا,30974710508383145,IRO1SHSI0001,44 
غگرجي,بيسكويت‌  گرجي‌,31024260997481994,IRO1GORJ0001,42 
شتهران,داروسازي تهران شيمي,31049085025064185,IRO7THSP0001,43 
ولشرق,ليزينگ ايران و شرق,31078457170311964,IRO3ISLZ0001,58 
غشان,شيرپاستوريزه‌پگاه‌خراسان‌,31791737198597563,IRO1SPKH0001,42 
خوساز,محورسازان‌ايران‌خودرو,31879190587976736,IRO1MESI0001,34 
ولقمان,سرمايه گذاري لقمان,31959715133485440,IRO7LOIP0001,56 
كحافظ,كاشي‌ وسراميك‌ حافظ‌,32257753560585502,IRO1KHFZ0001,49 
ساوه,سيمان ساوه,32347247706508046,IRO3SACZ0001,53 
جم,پتروشيمي جم,32357363984168442,IRO1PJMZ0001,44 
سبهان,سيمان‌ بهبهان‌,32525655729432562,IRO1SBHN0001,53 
كلوند,كاشي‌ الوند,32678431934327184,IRO1ALVN0001,49 
پيزد,مجتمع صنايع لاستيك يزد,32784604551756178,IRO3YZTZ0001,25 
خزر,فنرسازي‌زر,32821908911812078,IRO1FNAR0001,34 
ثنوسا,نوسازي‌وساختمان‌تهران‌,32845891587040106,IRO1NSTH0001,70 
فزر2,پويا زركان آق دره,32855449879157103,IRO3PZAZ0002,13 
وپارس,بانك‌پارسيان‌,33293588228706998,IRO1BPAR0001,57 
دجابر,داروسازي‌ جابرابن‌حيان‌,33406621820337161,IRO1DJBR0001,43 
رفاه,فروشگاه هاي زنجيره اي رفاه,33410001534682920,IRO7REFP0001,47 
زپارس,ملي كشت و صنعت و دامپروري پارس,33420285433308219,IRO1ZPRS0001,01 
ميدكو,توسعه معادن وص.معدني خاورميانه,33441514568901717,IRO1MDKO0001,27 
واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,33541897671561960,IRO1ATDM0001,56 
دشيمي,شيمي‌ داروئي‌ داروپخش‌,33603212156438463,IRO1DDPK0001,43 
غشهداب,كشت و صنعت شهداب ناب خراسان,33611155027418901,IRO3SHHZ0001,42 
بجهرم,توسعه مولد نيروگاهي جهرم,33629260529503413,IRO3JPPZ0001,40 
خچرخش,چرخشگر,33783140337377394,IRO1CHAR0001,34 
سمازن,سيمان‌مازندران‌,33808206014018431,IRO1SMAZ0001,53 
رنيك,جنرال مكانيك,33854964748757477,IRO3GEMZ0001,74 
ونوين2,بانك‌اقتصادنوين‌,33892797747624170,IRO1NOVN0002,57 
ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,33931218652865616,IRO1NAFT0001,23 
غپاك,لبنيات‌ پاك‌,34032872653290886,IRO1LPAK0001,42 
عاليس,بهار رز عاليس چناران,34213522001938649,IRO3ALSZ0001,42 
قاسم,قاسم ايران,34540569618314880,IRO3GASZ0001,47 
بركت,گروه دارويي بركت,34557241988629814,IRO1BRKT0001,43 
ولتجار,واسپاري تجارت وسرمايه ايرانيان,34621618468546063,IRO7GSIP0001,58 
دتماد,توليدمواداوليه‌داروپخش‌,34641719089573667,IRO1TMVD0001,43 
فاما,صنعتي‌ آما,34673681828119297,IRO1SAMA0001,28 
سفاسي,شركت فارسيت اهواز,34721884030854211,IRO7SFSP0001,54 
ساربيل,سيمان آرتا اردبيل,34890845654517313,IRO1SADB0001,53 
غاذر,كشت‌وصنعت‌پياذر,35158826900216508,IRO1PIAZ0001,42 
شپاس,نفت پاسارگاد,35178706978554988,IRO3NPSZ0001,23 
اردستان,سيمان اردستان,35331248532537562,IRO1ARDS0001,53 
شبندر,پالايش نفت بندرعباس,35366681030756042,IRO1PNBA0001,23 
حفارس,حمل و نقل بين المللي خليج فارس,35424116338766901,IRO1HFRS0001,60 
فملي,ملي‌ صنايع‌ مس‌ ايران‌,35425587644337450,IRO1MSMI0001,27 
فماك,ماداكتو استيل كرد,35445515321658835,IRO5MSCS0001,27 
قتربت,قند تربت حيدريه,35515916857426389,IRO7TSUP0001,38 
تاتمس,كارخانجات صنعتي وتوليدي اتمسفر,35543935713999309,IRO7ATMP0001,29 
سپاها,سيمان‌سپاهان‌,35669480110084448,IRO1SSEP0001,53 
كگل,معدني و صنعتي گل گهر,35700344742885862,IRO1GOLG0001,13 
شيران,س. صنايع‌شيميايي‌ايران,35796086458096255,IRO1SSIN0001,44 
سرچشمه,سرمايه گذاري مس سرچشمه,35948133957468680,IRO3SARZ0001,56 
قشكر,شكرشاهرود,35964395659427029,IRO1SHKR0001,38 
وفردا,بيمه هوشمند فردا 50% تاديه,36235343945196457,IRO7HFIZ0001,66 
والماس,س. الماس حكمت ايرانيان,36282416082320053,IRO3AHIZ0001,56 
قشرين,قند شيرين خراسان,36671655475498480,IRO7SSUP0001,38 
اعتلا,شركت سرمايه گذاري اعتلاء البرز,36773155987365094,IRO3ETLZ0001,56 
زفجر,كشاورزي و دامپروري فجر اصفهان,36844527173896115,IRO3FAHZ0001,01 
شفا,سرمايه گذاري شفادارو,36899214178084525,IRO1SHFA0001,43 
سنوين,سرمايه گذاري اقتصاد نوين,36995197800118822,IRO7IENP0001,56 
خبنيان,بنيان ديزل,37089148943784077,IRO7BDZP0001,34 
وپخش2,داروپخش‌ (هلدينگ‌,37168884540137152,IRO1DARO0002,43 
وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,37204371816016200,IRO1SAND0001,39 
سيدكو,سرمايه گذاري توسعه صنايع سيمان,37281199178613855,IRO1CIDC0001,53 
فسبزوار,پارس فولاد سبزوار,37284308569715577,IRO1FSBZ0001,27 
توريل,توكاريل,37389789764168256,IRO3TORZ0001,60 
وساپا,سرمايه‌گذاري‌ سايپا,37614886280396031,IRO1SSAP0001,56 
قشهد,شهد,37631109616997982,IRO1GHND0001,38 
آبادا,توليد نيروي برق آبادان,37661500521100963,IRO1NBAB0001,40 
غويتا,ويتانا,37842793167868642,IRO3VITZ0001,42 
خديزل,بهمن  ديزل,38084304113529336,IRO3DZLZ0001,34 
سامان,بانك سامان,38179358042686391,IRO7BSAP0001,57 
كرماشا,صنايع پتروشيمي كرمانشاه,38437201078089290,IRO1PKER0001,44 
فاذر,صنايع‌ آذرآب‌,38547060135156069,IRO1AZAB0001,28 
شتوكا,توكا رنگ فولاد سپاهان,38555056423456635,IRO3TPSZ0001,44 
شيراز,پتروشيمي‌شيراز,38568786927478796,IRO1PSHZ0001,44 
آرمان,بيمه آرمان,38738476064699383,IRO7ARMP0001,66 
شلعاب,لعابيران‌,39116664428676213,IRO1LEAB0001,44 
خمحركه,نيرو محركه‌,39436183727126211,IRO1NMOH0001,34 
نيرو,نيرو سرمايه,39481233087768672,IRO7NIRP0001,31 
قرن,پديده شيمي قرن,39610074039667804,IRO1GARN0001,44 
اتكاي,بيمه اتكايي ايرانيان,39751275523025334,IRO3ETKZ0001,66 
بمپنا,توليد برق عسلويه  مپنا,39807886630843041,IRO3BMAZ0001,40 
كيمياتك,آريان كيميا تك,39884565732277052,IRO1KTEK0001,44 
شرنگي,شيميايي رنگين,40025799067544201,IRO7SHEP0001,44 
وثخوز,سرمايه گذاري و توسعه خوزستان,40043919653526083,IRO7CKHP0001,70 
دروز,داروسازي‌ روزدارو,40262275031537922,IRO1ROZD0001,43 
قصفها,قنداصفهان‌,40411537531154482,IRO1GESF0001,38 
رانفور,خدمات‌انفورماتيك‌,40505767672724777,IRO1INFO0001,72 
وكغدير,بين المللي توسعه ص. معادن غدير,40553302624764543,IRO1TMGD0001,39 
شدوص,دوده‌ صنعتي‌ پارس‌,40611478183231802,IRO1DODE0001,44 
ثاژن,سخت آژند,40650252484299134,IRO7SJAP0001,70 
فولاژ,فولاد آلياژي ايران,40808043719554948,IRO1FAIR0001,27 
رتاپ,تجارت الكترونيك  پارسيان,41048299027409941,IRO1EPRS0001,72 
چخزر,صنايع چوب خزر كاسپين,41122066907413786,IRO3CAWZ0001,20 
سفار,سيمان‌فارس‌,41227201752535311,IRO1SFRS0001,53 
سهگمت,سيمان‌هگمتان‌,41284516796232939,IRO1SHGN0001,53 
فجر,فولاد اميركبيركاشان,41302553376174581,IRO1FAJR0001,27 
بساما,بيمه سامان,41625340598198551,IRO3BSMZ0001,66 
وسديد,گروه ‌صنعتي‌سديد,41713045190742691,IRO7SDIP0001,27 
تليسه,دامداري تليسه نمونه,41781090739318251,IRO3TLIZ0001,01 
وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,41796741644273824,IRO1GMEL0001,19 
پتاير,ايران‌ تاير,41935584690956944,IRO1TAIR0001,25 
سخوز,سيمان خوزستان,41974758296041288,IRO1KHOC0001,53 
كورز,ورزيران‌,42049553761321495,IRO7VARP0001,54 
خاذين,سايپاآذين‌,42075223783409640,IRO1AZIN0001,34 
كچاد2,معدني‌وصنعتي‌چادرملو,42129223512645122,IRO1CHML0002,13 
خكمك2,كمك‌فنرايندامين‌,42226351095524607,IRO1INDM0002,34 
رفاه2,فروشگاه هاي زنجيره اي رفاه,42240120631712257,IRO7REFP0002,47 
غبشهر,صنعتي‌ بهشهر,42387718866026650,IRO1SBEH0001,42 
غناب,روغن‌ نباتي‌ ناب,42470251469508137,IRO7RNAP0001,42 
زكوثر,سرمايه گذاري كشاورزي كوثر,42599305106713939,IRO1KOSR0001,01 
كشرق,صنعتي و معدني شمال شرق شاهرود,42690477960659940,IRO3KSGZ0001,10 
كصدف,كاشي صدف سرام استقلال آباده,42696242981550091,IRO7KSDP0001,49 
چنوپا,نيوپان‌ 22 بهمن‌,43023243844297350,IRO7NEOP0001,20 
تپمپي,پمپ‌ سازي‌ ايران‌,43062880954780884,IRO1PIRN0001,29 
كبافق,معادن‌ بافق‌,43256212620530446,IRO1BAFG0001,13 
وسبحان,سرمايه گذاري سبحان,43283802997035462,IRO3SOBZ0001,56 
وسرمد,بيمه  سرمد,43291783149314349,IRO7SRMP0001,66 
قمرو,قند مرودشت‌,43342306308122676,IRO1GMRO0001,38 
هاي وب,داده گسترعصرنوين-هاي وب,43362635835198978,IRO1HWEB0001,73 
كوير,توليدي فولاد سپيد فراب كوير,43545527030854340,IRO1KVIR0001,27 
خراسان,پتروشيمي خراسان,43552974795606067,IRO1KRSN0001,44 
دسبحا,گروه دارويي سبحان,43622578471330344,IRO1DSOB0001,43 
فزرين,زرين معدن آسيا,43716452378323683,IRO3KZIZ0001,27 
شفارس,صنايع‌ شيميايي‌ فارس‌,43781018754867729,IRO1SHFS0001,44 
سمايه,بانك سرمايه,43913530989262989,IRO7IBKZ0001,57 
وگستر,گسترش سرمايه گذاري ايرانيان,43951910415124966,IRO3IRNZ0001,56 
ودي,بيمه  دي,43966385447049549,IRO3BMDZ0001,66 
شرانل,نفت ايرانول,44013656953678055,IRO3NOLZ0001,23 
پشاهن,توليدي پلاستيك‌ شاهين,44052047028305231,IRO7SHIP0001,25 
شگل,گلتاش‌,44153164692325703,IRO1GTSH0001,44 
فاهواز,نورد و لوله اهواز,44296315953738727,IRO7FAHP0001,27 
كالا,بورس كالاي ايران,44549439964296944,IRO1KALA0001,67 
حآسا,آسيا سير ارس,44625249840480397,IRO3ASAZ0001,60 
گكيش,توريستي ورفاهي آبادگران كيش,44665761767777759,IRO7TRKP0001,55 
دي,بانك دي,44818950263583523,IRO3BDYZ0001,57 
فروسيل,فروسيليسيم خمين,44846320603450383,IRO3FERZ0001,27 
غچين,كشت‌ و صنعت‌ چين‌ چين,44850033148208596,IRO1CHCH0001,42 
خساپا,سايپا,44891482026867833,IRO1SIPA0001,34 
قثابت,قند ثابت‌ خراسان‌,44967158778304588,IRO1GSBE0001,38 
وثنو,سرمايه گذاري ساختماني نوين,44986797317463049,IRO7SNOP0001,56 
وسينا,بانك سينا,45050389997905274,IRO1VSIN0001,57 
تفيرو,مهندسي فيروزا,45062188442385800,IRO7FROP0001,29 
ثنظام,س. ساختماني نظام مهندسي ايران,45066064863062755,IRO7NZMP0001,70 
ولساپا,ليزينگ رايان‌ سايپا,45174198424472334,IRO1RSAP0001,58 
صبا,سرمايه گذاري صبا تامين,45392752356003555,IRO3STIZ0001,56 
فجهان,مجتمع جهان فولاد سيرجان,45507655586782998,IRO3SJSZ0001,27 
غپآذر,شير پگاه آذربايجان شرقي,45518744711972166,IRO3GHPZ0001,42 
سپيد,سپيد ماكيان,45519261544951819,IRO1SPID0001,01 
كايتا,ايتالران‌,45608932669358493,IRO7ITLP0001,54 
لكما,كارخانجات‌مخابراتي‌ايران‌,45641540066710190,IRO7KMOP0001,32 
اسياتك2,انتقال داده هاي آسياتك,45660552760951521,IRO1ASTC0002,73 
وآفر,سرمايه گذاري ارزش آفرينان,45991797190214892,IRO7AFRP0001,56 
بفجر,فجر انرژي خليج فارس,46178280540110577,IRO1BFJR0001,40 
فولاد,فولاد مباركه اصفهان,46348559193224090,IRO1FOLD0001,27 
سمگا,گروه سرمايه گذاري ميراث فرهنگي,46741025610365786,IRO3IMFZ0001,55 
بترانس,ايران‌ ترانسفو,46752599569017089,IRO1TRNS0001,31 
دقاضي,داروسازي شهيد قاضي,46801030346547943,IRO3GPHP0001,43 
وصنا,گروه‌صنايع‌بهشهرايران‌,46982154647719707,IRO1GBEH0001,56 
ومهان,گروه توسعه مالي مهرآيندگان,47026464823464687,IRO1MEAZ0001,56 
وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,47232550823972469,IRO1TOKA0001,27 
ونوين,بانك‌اقتصادنوين‌,47302318535715632,IRO1NOVN0001,57 
وخاور,بانك خاورميانه,47333458678352378,IRO1BKHZ0001,57 
دسانكو,داروسازي سبحان انكولوژي,47348197320716810,IRO3DSNZ0001,43 
بسويچ,پارس‌سويچ‌,47377315952751604,IRO1SWIC0001,31 
بتهران,بيمه اتكايي تهران رواك50%تاديه,47563321799863211,IRO7THRP0001,66 
ثتوسا,س.توسعه و عمران استان اردبيل,47702059190622416,IRO7CTSP0001,70 
سيستم,همكاران سيستم,47749661205825616,IRO1SYSM0001,72 
حگهر,حمل و نقل گهرترابر سيرجان,47756003257788498,IRO3GTTZ0001,60 
بازرگام,پست پيشگامان بادپا,47797676603278665,IRO7BZGP0001,73 
واعتبار,سرمايه گذاري اعتبار ايران,47841327496247362,IRO1IDOC0001,56 
وكار,بانك‌ كارآفرين‌,47996917271187218,IRO1KRAF0001,57 
وبانك,سرمايه گذاري گروه توسعه ملي,48010225447410247,IRO1BANK0001,39 
ولپارس,ليزينگ پارسيان,48241092863917835,IRO1LPRS0001,58 
بمولد,مولد نيروگاهي تجارت فارس,48261930411425125,IRO3FTJZ0001,40 
ولبهمن,شركت بهمن ليزينگ,48287670503317419,IRO3BHLZ0001,58 
وتوسكا,سرمايه گذاري توسعه توكا,48457557221009333,IRO7TDIP0001,56 
دانا,بيمه دانا,48511238766369097,IRO1BDAN0001,66 
غنوش,نوش‌ مازندران‌,48619517949257749,IRO1NOSH0001,42 
فلوله,لوله‌وماشين‌سازي‌ايران‌,48623320733330408,IRO1LMIR0001,27 
شبريز,پالايش نفت تبريز,48753732042176709,IRO1PNTB0001,23 
خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,48990026850202503,IRO1GOST0001,34 
دعبيد,لابراتوارداروسازي‌  دكترعبيدي‌,49054891736433700,IRO1ABDI0001,43 
نشار,كارخانجات پشمبافي افشار يزد,49129081625829210,IRO7KPAP0001,17 
شسپا,نفت سپاهان,49188729526980541,IRO1SEPP0001,23 
خاور,ايران خودرو ديزل,49270349234092953,IRO3IKDP0001,34 
كاذر,فرآورده‌هاي‌نسوزآذر,49353447565507376,IRO1NSAZ0001,54 
فبيرا,بسته‌ بندي‌ ايران‌,49399017998386087,IRO7BIRP0001,28 
افق,فروشگاههاي زنجيره اي افق كوروش,49502666250908008,IRO1OFOG0001,47 
كفرآور,فرآورده هاي سيمان شرق,49627523909849331,IRO7KFRP0001,54 
انرژي,بورس انرژي ايران,49641108336531623,IRO1BENC0001,67 
جهرم,پتروشيمي جهرم,49674915481184052,IRO7PJHP0001,44 
رتكو,كنترل ‌خوردگي ‌تكين ‌كوي,49854144784855542,IRO7TKIN0001,74 
كيسون,شركت كيسون,49953653111442595,IRO7KSNP0001,70 
تاپكيش,تجارت الكترونيك پارسيان كيش,50002340308486819,IRO3KPEZ0001,72 
دامين,داروسازي‌ امين‌,50100062518826135,IRO1AMIN0001,43 
خليبل,ماليبل سايپا,50117925085549635,IRO7LIBP0001,34 
ختور,رادياتور ايران‌,50185721305191887,IRO1RADI0001,34 
بوعلي,پتروشيمي بوعلي سينا,50247622569476338,IRO1BONA0001,44 
كمنگنز,معادن‌منگنزايران‌,50341528161302545,IRO1MNGZ0001,13 
لازما,كارخانه هاي صنعتي آزمايش,50368344235826302,IRO7AZMP0001,29 
معيار ,سرمايه گذاري معيار صنعت پارس,50580753680043015,IRO7PSMP0001,56 
حشكوه,دليجان طلايي شكوه پارس,50587892784913370,IRO7DLIP0001,60 
كمرجان,بازرگاني و توليدي مرجان كار,50633804639547462,IRO3MRJZ0001,54 
غيوان,كيوان,50652985928800943,IRO7KIVP0001,42 
كرمان,س. توسعه و عمران استان كرمان,50792786683910016,IRO3KRMZ0001,70 
فرود,فولاد شاهرود,51017863148152520,IRO3SSTZ0001,27 
آسيا,بيمه آسيا,51106317433079213,IRO1ASIA0001,66 
غشوكو,شوكو پارس,51294484197536070,IRO7SPRP0001,42 
تابا,تابان نيرو سپاهان,51459202425114449,IRO7TABP0001,74 
شتران,پالايش نفت تهران,51617145873056483,IRO1PTEH0001,23 
بپاس,بيمه پاسارگاد,51971068201094874,IRO3BIPZ0001,66 
فلوله2,لوله‌وماشين‌سازي‌ايران‌,52142208543308898,IRO1LMIR0002,27 
سغرب,سيمان‌غرب‌,52220424531578944,IRO1SGRB0001,53 
واميد,گروه مديريت سرمايه گذاري اميد,52232388263291380,IRO1OIMC0001,39 
دكپسول,توليد ژلاتين كپسول ايران,52382684379473036,IRO3IGCZ0001,43 
تكنار,مجتمع معادن مس تكنار,52455922800537930,IRO7NARP0001,13 
پلاست,كارخانجات توليدي پلاستيران,52593789542874668,IRO7PLSP0001,25 
افرا,افرانت,52792903131341205,IRO3AFRZ0001,72 
تكاردان,تامين سرمايه كاردان,52932092555708556,IRO1KRDN0001,67 
تبرك,گروه كارخانجات صنعتي تبرك,53204330224889981,IRO3TIGZ0001,42 
حگردش,ريل گردش ايرانيان,53334304751609770,IRO7RGIP0001,60 
مارون,پتروشيمي مارون,53449700212786324,IRO3PMRZ0001,44 
واحصا,احياء صنايع خراسان,53647874954005806,IRO7VHSP0001,56 
وارس,سرمايه گذاري ارس صبا,53686258677793038,IRO7ARSP0001,56 
ثپرديس,سرمايه گذاري مسكن پرديس,53999651992586159,IRO3MPRZ0001,70 
كمينا,شيشه سازي مينا,54263829393913132,IRO7MIGP0001,54 
فسرب,ملي‌ سرب‌وروي‌ ايران‌,54277068923045214,IRO1SORB0001,27 
بتك,كارخانجات كابل سازي‌ تك‌,54369290104873523,IRO7KTAP0001,31 
فروس,فروسيليس‌ ايران‌,54419429862704331,IRO1FRIS0001,27 
زبينا,كشاورزي و دامپروري بينالود,54482686501491508,IRO3BAHZ0001,01 
بنو,بيمه تجارت نو,54493234408301135,IRO3TNIZ0001,66 
تپكو,توليدتجهيزات‌سنگين‌هپكو,54509759694064219,IRO7HPKP0001,29 
وتوشه,سرمايه‌ گذاري‌ پارس‌ توشه‌,54676885047867737,IRO1TSHE0001,29 
گلديرا,صنايع گلديران,54715710303837090,IRO3GOIZ0001,29 
آريا,پليمر آريا ساسول,55127657985997520,IRO3APOZ0001,44 
فن آوا,گروه فن آوا,55201604487356053,IRO7FANP0001,72 
آپ,آسان پرداخت پرشين,55254206302462116,IRO1APPE0001,72 
پرسپوليس,پرسپوليس,55289848471625247,IRO7PSPP0001,93 
فتوسا,توليد و توسعه سرب روي ايرانيان,55373808401388162,IRO3ILZZ0001,27 
شملي,ملي شيمي كشاورز,55862580907068610,IRO3MECZ0001,44 
لسرما,سرما آفرين‌,55897939403232751,IRO1SRMA0001,29 
سخواف,سيمان مجد خواف,55959112038778737,IRO7SEKP0001,53 
كباده,توليد خاك نسوزاستقلال آباده,55979741213594029,IRO7KBDP0001,54 
لخانه,لوازم‌ خانگي‌ پارس‌,56006915451245411,IRO7LKPP0001,29 
فنورد,نوردوقطعات‌ فولادي‌,56324206651661881,IRO1NGFO0001,27 
فسوژ,سوژميران,56375665074210467,IRO3SOJZ0001,27 
شلرد,كود شيميايي اوره لردگان,56429431740318486,IRO7SHLP0001,44 
دفارا,داروسازي‌ فارابي‌,56550776668133562,IRO1DFRB0001,43 
شكبير,پتروشيمي اميركبير,56574323121551263,IRO7PKBP0001,44 
وسين,بيمه سينا,56591881518499520,IRO7VSNP0001,66 
وكادو,تكادو,56717416662584054,IRO7TKDP0001,56 
حاريا,كشتيراني آريا,56798822689379375,IRO7ARAP0001,61 
وليز,ليزينگ ايران,56802926348928053,IRO7LZIN0001,58 
قلرست,قند لرستان‌,56820995669577571,IRO1GLOR0001,38 
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,57086055330734195,IRO1TSRZ0001,54 
خموتور,موتورسازان‌تراكتورسازي‌ايران‌,57273529732791251,IRO1MSTI0001,34 
غگيلا,شيرپاستوريزه پگاه گيلان,57300230097485720,IRO3PEGZ0001,42 
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,57309221039930244,IRO1SNMA0001,56 
غگز,گز سكه,57551382352708199,IRO5GSKS0001,42 
وجامي,سرمايه گذاري جامي,57600064931636077,IRO7JMIP0001,56 
كپشير,پشم‌شيشه‌ايران‌,57639364758870873,IRO1PSIR0001,54 
پلاسك,پلاسكوكار,57722642338781674,IRO1PLKK0001,25 
فنوال,نورد آلومينيوم‌,57875847776839336,IRO1NALM0001,27 
والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,57944184894703821,IRO1ALBZ0001,43 
سمتاز,سيمان ممتازان كرمان,58035444268544991,IRO7CMKP0001,53 
خكرمان,سرمايه گذاري آرمان گستر پاريز,58482817740704549,IRO3KKHP0001,34 
شكف,كف,58602432837130018,IRO7KAFP0001,44 
فرابورس,فرابورس ايران,58741071099161284,IRO3FRBZ0001,67 
كايزد,فرانسوز يزد,58810336532668771,IRO3YAFZ0001,54 
امين,تامين سرمايه امين,58873907630765023,IRO1TSAN0001,67 
ومعادن,توسعه‌معادن‌وفلزات‌,58931793851445922,IRO1MADN0001,13 
لوتوس,تامين سرمايه لوتوس پارسيان,59142194115401696,IRO1LTOS0001,67 
ارفع,شركت آهن و فولاد ارفع,59266699437480384,IRO3ARFZ0001,27 
فنفت,صنايع تجهيزات نفت,59342912854668427,IRO7PEIZ0001,27 
